HarvestYear,ID2,Longitude,Latitude,SampleID,Crop,Comments,QCCoverage,QCFlags,CropExists,GrainMoisture,GrainProtein,GrainStarch,GrainGluten,GrainOil,GrainTestWeight,GrainCarbon,GrainNitrogen,GrainSulfur,ResidueCarbon,ResidueNitrogen,ResidueSulfur,GrainYieldWet,GrainYieldAirDry,ResidueMassWetPerArea,ResidueMassAirDryPerArea
1999,76,-117.084887,46.77949,1999_76,SW,,100,0,1,,,,,,,42.18,2.272,0.1731,43.4,0.35,0.06,330.4133858,318.2185039,402.9035433,373.8007545
1999,77,-117.084469,46.779579,1999_77,SW,,100,0,1,,,,,,,42.01,2.238,0.1685,43.89,0.33,0.07,248.0314961,238.9665354,360.7775591,345.0230805
1999,78,-117.084051,46.779532,1999_78,SW,,100,0,1,,,,,,,42.13,2.177,0.1706,44.68,0.25,0.05,332.6771654,320.9744094,515.5511811,488.4836868
1999,79,-117.083633,46.779595,1999_79,SW,,100,0,1,,,,,,,42.19,2.235,0.1747,44.58,0.32,0.06,231.25,222.2145669,351.7224409,334.1947446
1999,80,-117.083215,46.779516,1999_80,SW,,100,0,1,,,,,,,41.88,2.2,0.1652,43.7,0.32,0.07,316.4370079,305.4232283,447.8346457,412.3554256
1999,81,-117.082797,46.779585,1999_81,SW,,100,0,1,,,,,,,42.68,2.264,0.1652,43.88,0.37,0.06,311.4173228,299.8080709,428.1003937,404.5275107
1999,82,-117.082379,46.779622,1999_82,SW,,100,0,1,,,,,,,42.09,2.246,0.1708,43.56,0.3,0.06,211.6633858,203.8681102,316.1909449,288.3258922
1999,83,-117.081961,46.779424,1999_83,SW,,100,0,1,,,,,,,42.38,2.369,0.1806,43.25,0.37,0.07,217.519685,209.7588583,311.8602362,297.5795076
1999,84,-117.081543,46.779563,1999_84,SW,,100,0,1,,,,,,,41.72,2.419,0.1815,43.87,0.42,0.07,216.8799213,209.0452756,332.6771654,315.4101845
1999,85,-117.081125,46.779565,1999_85,SW,,100,0,1,,,,,,,41.88,2.579,0.1946,43.58,0.47,0.08,265.6988189,256.7814961,411.7125984,394.2987725
1999,86,-117.080707,46.779421,1999_86,SW,,100,0,1,,,,,,,42.44,2.266,0.171,43.61,0.35,0.07,268.1594488,259.242126,454.8720472,434.297697
1999,87,-117.080289,46.779684,1999_87,SW,,100,0,1,,,,,,,42.22,2.392,0.176,43.69,0.34,0.06,241.6338583,233.2824803,331.6929134,326.9421034
1999,88,-117.079871,46.779655,1999_88,SW,,100,0,1,,,,,,,42.03,2.382,0.1785,43.89,0.32,0.06,230.8562992,222.8690945,354.4291339,348.5290056
1999,89,-117.079447,46.77960671,1999_89,SW,,100,0,1,,,,,,,41.62,2.432,0.1876,43.89,0.31,0.07,232.6771654,224.5816929,383.8090551,368.4251362
1999,90,-117.079035,46.77954,1999_90,SW,,100,0,1,,,,,,,42.44,2.514,0.2058,43.47,0.39,0.08,248.0314961,239.3307087,392.6181102,371.7341682
1999,91,-117.078617,46.779552,1999_91,SW,,100,0,1,,,,,,,41.78,2.729,0.2003,43.18,0.44,0.1,329.5275591,317.898622,475,459.6323529
1999,92,-117.078199,46.779557,1999_92,SW,,100,0,1,,,,,,,42.09,2.477,0.1903,42.42,0.4,0.13,370.8661417,358.8336614,468.6515748,439.9787991
1999,93,-117.077781,46.779494,1999_93,SW,,100,0,1,,,,,,,41.73,2.424,0.1854,43.25,0.3,0.06,300.4429134,290.6348425,435.0393701,426.3995695
1999,94,-117.077363,46.779658,1999_94,SW,,100,0,1,,,,,,,41.87,2.362,0.1861,43.83,0.45,0.08,200.8858268,194.0649606,380.3149606,367.0268475
1999,95,-117.088073,46.77971682,1999_95,SW,,100,0,1,,,,,,,43.12,3.065,0.2334,42.81,0.51,0.12,299.4586614,290.0147638,416.6830709,408.8211261
1999,96,-117.087663,46.7797,1999_96,SW,,100,0,1,,,,,,,42.4,2.196,0.1763,44.44,0.32,0.07,348.8681102,337.0423228,460.1870079,441.5747932
1999,97,-117.087245,46.779873,1999_97,SW,,100,0,1,,,,,,,42.09,2.436,0.1908,44.02,0.35,0.09,275.6397638,266.648622,367.4212598,358.8870252
1999,98,-117.086827,46.77985,1999_98,SW,,100,0,1,,,,,,,42.64,2.394,0.1806,43.7,0.3,0.07,282.3818898,272.2440945,385.4330709,376.4422386
1999,99,-117.086409,46.779935,1999_99,SW,,100,0,1,,,,,,,42.45,2.63,0.1886,43.14,0.37,0.07,266.6338583,256.9291339,335.9251969,324.1583255
1999,100,-117.085991,46.779905,1999_100,SW,,100,0,1,,,,,,,43.01,2.673,0.2009,43.36,0.47,0.08,288.3858268,278.3120079,411.3188976,404.9839531
1999,101,-117.085573,46.77981,1999_101,SW,,100,0,1,,,,,,,42.57,2.514,0.1843,43.92,0.31,0.07,248.9173228,240.0295276,352.8543307,333.8493072
1999,102,-117.085155,46.779928,1999_102,SW,,100,0,1,,,,,,,42.11,2.384,0.1837,43.85,0.32,0.07,196.0629921,189.5324803,327.9035433,320.9268722
1999,103,-117.084737,46.779776,1999_103,SW,,100,0,1,,,,,,,42.19,2.363,0.1816,43.75,0.33,0.06,249.3602362,240.6988189,379.4291339,362.2402301
1999,104,-117.0843452,46.77988297,1999_104,SW,,100,0,1,,,,,,,42.69,3.006,0.2197,43.27,0.47,0.11,323.3267717,312.4458661,509.3503937,477.9413252
1999,105,-117.083901,46.779818,1999_105,SW,,100,0,1,,,,,,,,,,,,,,,,
1999,106,-117.083483,46.779881,1999_106,SW,,100,0,1,,,,,,,42.26,3.143,0.2326,42.37,0.52,0.1,282.9232283,272.4753937,412.6476378,395.2383304
1999,107,-117.083065,46.779802,1999_107,SW,,100,0,1,,,,,,,,,,,,,,,,
1999,108,-117.082647,46.779871,1999_108,SW,,100,0,1,,,,,,,42.98,2.438,0.1916,43.33,0.33,0.06,294.980315,285.1377953,492.0275591,479.1056232
1999,109,-117.0821935,46.77987977,1999_109,SW,,100,0,1,,,,,,,42.72,2.304,0.1726,43.83,0.44,0.06,354.8228346,341.6683071,525,474.9919549
1999,110,-117.0817533,46.77967045,1999_110,SW,,100,0,1,,,,,,,42.16,2.582,0.1965,43.33,0.48,0.06,204.0354331,197.0177165,359.2027559,349.8231868
1999,111,-117.081393,46.779849,1999_111,SW,,100,0,1,,,,,,,42.31,2.727,0.2156,43.53,0.47,0.07,200.8858268,193.4153543,330.9055118,324.7634141
1999,112,-117.080975,46.779851,1999_112,SW,,100,0,1,,,,,,,42.23,2.401,0.1878,42.77,0.35,0.07,268.7992126,259.9311024,372.4409449,362.0198479
1999,113,-117.0805391,46.77969063,1999_113,SW,,100,0,1,,,,,,,42.09,2.349,0.1805,43.1,0.41,0.06,240.0098425,231.5059055,326.476378,317.1750566
1999,114,-117.080139,46.77997,1999_114,SW,,100,0,1,,,,,,,42.69,2.586,0.2037,43.39,0.37,0.07,173.6712598,167.386811,261.8602362,251.6767826
1999,115,-117.0797031,46.77992463,1999_115,SW,,100,0,1,,,,,,,41.31,2.685,0.2008,43.63,0.52,0.08,261.7125984,251.8602362,457.8740157,449.8552064
1999,116,-117.079303,46.779905,1999_116,SW,,100,0,1,,,,,,,42.43,2.584,0.2006,44.12,0.36,0.06,236.515748,227.9527559,399.9507874,388.7633528
1999,117,-117.078885,46.779826,1999_117,SW,,100,0,1,,,,,,,41.96,2.331,0.178,43.45,0.32,0.06,290.0590551,280.1870079,407.7755906,402.7361394
1999,118,-117.078467,46.779838,1999_118,SW,,100,0,1,,,,,,,43.15,2.686,0.2018,43.58,0.47,0.06,221.1614173,212.9084646,373.9665354,370.1544403
1999,119,-117.0780192,46.77982663,1999_119,SW,,100,0,1,,,,,,,43.24,2.257,0.2214,43.57,0.3,0.05,281.3976378,270.9990157,451.5255906,431.5212922
1999,120,-117.077631,46.77978,1999_120,SW,,100,0,1,,,,,,,44.79,2.476,0.2436,41.65,0.48,0.07,271.2106299,262.273622,485.2362205,457.6575106
1999,121,-117.077213,46.779944,1999_121,SW,,100,0,1,,,,,,,44.13,2.791,0.2927,42.92,0.48,0.07,132.0866142,126.9242126,236.9094488,227.0560721
1999,122,-117.087699,46.779986,1999_122,SW,,100,0,1,,,,,,,43.64,2.534,0.2332,43.75,0.7,0.11,374.6555118,362.5246063,513.8287402,509.0415159
1999,123,-117.087281,46.780159,1999_123,SW,,100,0,1,,,,,,,43.02,2.444,0.2185,42.26,0.51,0.07,357.9724409,345.1919291,472.3917323,449.9396538
1999,124,-117.086863,46.780136,1999_124,SW,,100,0,1,,,,,,,43.29,2.699,0.2595,45.85,0.49,0.07,260.5314961,256.9537402,414.0748031,410.6337383
1999,125,-117.086445,46.780221,1999_125,SW,,100,0,1,,,,,,,42.13,2.231,0.2117,43.54,0.67,0.1,278.2480315,267.6377953,368.75,342.6125479
1999,126,-117.0860113,46.78018382,1999_126,SW,,100,0,1,,,,,,,42.49,2.377,0.2344,44.6,0.46,0.08,214.1240157,206.3287402,281.1515748,274.9176153
1999,127,-117.0855933,46.78008882,1999_127,SW,,100,0,1,,,,,,,43.57,2.327,0.2169,41.95,0.49,0.07,217.7165354,203.75,414.9114173,398.0997716
1999,128,-117.085191,46.780214,1999_128,SW,,100,0,1,,,,,,,44.19,2.558,0.2267,41.33,0.43,0.06,280.6594488,270.6643701,433.0708661,427.86211
1999,129,-117.084773,46.780062,1999_129,SW,,100,0,1,,,,,,,43.42,2.061,0.1929,42.79,0.33,0.06,244.242126,235.0344488,377.5590551,363.208842
1999,130,-117.084355,46.780151,1999_130,SW,,100,0,1,,,,,,,,,,,,,,,,
1999,131,-117.083937,46.780104,1999_131,SW,,100,0,1,,,,,,,43.25,2.333,0.245,44.25,0.37,0.07,130.9055118,126.0137795,234.0059055,228.421039
1999,132,-117.083519,46.780167,1999_132,SW,,100,0,1,,,,,,,43.22,2.037,0.1935,42.44,0.28,0.06,260.3346457,252.0226378,424.3110236,418.5770909
1999,133,-117.083101,46.780088,1999_133,SW,,100,0,1,,,,,,,43.26,2.02,0.1871,43.74,0.29,0.06,297.2440945,287.1702756,446.2598425,435.8562388
1999,134,-117.082683,46.780157,1999_134,SW,,100,0,1,,,,,,,43.75,2.409,0.2301,43.13,0.41,0.07,247.8838583,239.4438976,403.8877953,395.3549545
1999,135,-117.082265,46.780194,1999_135,SW,,100,0,1,,,,,,,42.84,2.216,0.2117,43.45,0.41,0.06,267.7165354,258.1889764,430.0688976,427.4336715
1999,136,-117.081847,46.779996,1999_136,SW,,100,0,1,,,,,,,42.41,2.199,0.2145,43.03,0.38,0.07,309.9901575,299.8375984,579.1830709,573.944229
1999,137,-117.0814529,46.78014727,1999_137,SW,,100,0,1,,,,,,,41.48,2.196,0.2058,43.77,0.43,0.06,293.7992126,283.4005906,503.6909449,477.8257342
1999,138,-117.081011,46.780137,1999_138,SW,,100,0,1,,,,,,,40.89,1.866,0.1803,43.7,0.32,0.05,174.9507874,167.9773622,278.3956693,267.3918879
1999,139,-117.080593,46.779993,1999_139,SW,,100,0,1,,,,,,,40.51,2.195,0.2202,43.37,0.33,0.07,197.6870079,190.3838583,290.1574803,280.6013956
1999,140,-117.080175,46.780256,1999_140,SW,,100,0,1,,,,,,,41.35,2.253,0.2242,43.95,0.39,0.08,187.7952756,180.1279528,296.0137795,281.785322
1999,141,-117.079757,46.780227,1999_141,SW,,100,0,1,,,,,,,41.24,2.221,0.234,43.59,0.34,0.08,193.5531496,185.7185039,453.0511811,426.4011116
1999,142,-117.079339,46.780191,1999_142,SW,,100,0,1,,,,,,,40.45,2.44,0.2268,43.2,0.42,0.08,220.3248031,211.9586614,368.4547244,331.0878538
1999,143,-117.0789031,46.78010382,1999_143,SW,,100,0,1,,,,,,,40.12,2.429,0.231,43.31,0.45,0.08,217.273622,209.5472441,443.2086614,419.5515542
1999,144,-117.078503,46.780124,1999_144,SW,,100,0,1,,,,,,,41.49,2.328,0.2299,44.3,0.38,0.07,204.8228346,196.6240157,387.4507874,371.7252373
1999,145,-117.078085,46.780129,1999_145,SW,,100,0,1,,,,,,,41.41,2.464,0.2368,43.73,0.43,0.08,193.8484252,185.4232283,360.3838583,348.1904195
1999,146,-117.077667,46.780066,1999_146,SW,,100,0,1,,,,,,,40.81,2.39,0.2317,43.02,0.54,0.1,202.1161417,195.113189,340.5511811,333.7173781
1999,147,-117.077249,46.78023,1999_147,SW,,100,0,1,,,,,,,40.41,2.69,0.2681,42.65,0.64,0.16,170.4724409,163.7007874,276.4271654,263.7960471
1999,148,-117.076831,46.780004,1999_148,SW,,100,0,1,,,,,,,39.82,2.055,0.1967,43.06,0.3,0.09,268.75,257.8740157,378.2480315,363.8305056
1999,149,-117.087103,46.780422,1999_149,SW,,100,0,1,,,,,,,41.85,2.625,0.2347,,,,,453.4645669,,
1999,150,-117.086685,46.780507,1999_150,SW,,100,0,1,,,,,,,40.53,1.877,0.1848,,,,,340.4429134,,
1999,151,-117.0862251,46.78045544,1999_151,SW,,100,0,1,,,,,,,39.12,1.996,0.1853,,,,,255.113189,,
1999,152,-117.0858333,46.78037122,1999_152,SW,,100,0,1,,,,,,,40.74,2.458,0.2145,,,,,228.9812992,,
1999,153,-117.085431,46.7805,1999_153,SW,,100,0,1,,,,,,,40.68,2.347,0.2039,,,,,130.9793307,,
1999,154,-117.085013,46.780348,1999_154,SW,,100,0,1,,,,,,,40.11,2.405,0.2246,,,,,177.6377953,,
1999,155,-117.084595,46.780437,1999_155,SW,,100,0,1,,,,,,,39.72,2.021,0.196,,,,,223.8385827,,
1999,156,-117.084177,46.78039,1999_156,SW,,100,0,1,,,,,,,40.87,2.096,0.2007,,,,,286.7765748,,
1999,157,-117.083759,46.780453,1999_157,SW,,100,0,1,,,,,,,40.59,2.06,0.199,,,,,194.734252,,
1999,158,-117.083341,46.780374,1999_158,SW,,100,0,1,,,,,,,40.91,2.307,0.2247,,,,,175.7529528,,
1999,159,-117.082923,46.780443,1999_159,SW,,100,0,1,,,,,,,41.03,2.152,0.2099,,,,,204.1929134,,
1999,160,-117.082505,46.78048,1999_160,SW,,100,0,1,,,,,,,41.73,2.688,0.2272,,,,,195.1427165,,
1999,161,-117.082087,46.780282,1999_161,SW,,100,0,1,,,,,,,40.7,2.248,0.1751,,,,,137.2194882,,
1999,162,-117.0816451,46.78040873,1999_162,SW,,100,0,1,,,,,,,40.71,2.244,0.179,,,,,114.5472441,,
1999,163,-117.081251,46.780423,1999_163,SW,,100,0,1,,,,,,,40.7,2.325,0.1825,,,,,118.9566929,,
1999,164,-117.080833,46.780279,1999_164,SW,,100,0,1,,,,,,,39.29,2.705,0.2189,,,,,150.5462598,,
1999,165,-117.080415,46.780542,1999_165,SW,,100,0,1,,,,,,,39.29,2.343,0.1833,,,,,172.8198819,,
1999,166,-117.079997,46.780513,1999_166,SW,,100,0,1,,,,,,,39.87,2.527,0.2,,,,,195.757874,,
1999,167,-117.079579,46.780477,1999_167,SW,,100,0,1,,,,,,,40.29,2.84,0.2211,,,,,201.7913386,,
1999,168,-117.079161,46.780398,1999_168,SW,,100,0,1,,,,,,,40.24,2.807,0.2267,,,,,175.4872047,,
